FileName,Hiders,Seekers,Cells,Obstacles,Lying Probability,Max Rounds
../res/worlds/large2.txt,6,2,160,66,0.7787492519473558,17
../res/worlds/world.txt,2,2,49,8,0.4298873294613539,23
../res/worlds/world1.txt,1,1,49,0,0.38072328089235397,39
../res/worlds/world.txt,2,2,49,8,0.2247913772352873,14
../res/worlds/world2.txt,1,2,49,9,0.6557942642931317,16
../res/worlds/world2.txt,1,2,49,9,0.4952630667182045,10
../res/worlds/world2.txt,1,2,49,9,0.27349349133746526,21
../res/worlds/large2.txt,6,2,160,66,0.6670344395010069,47
../res/worlds/world.txt,2,2,49,8,0.35355530543929004,20
../res/worlds/world2.txt,1,2,49,9,0.030336927349442155,29
../res/worlds/large.txt,4,2,160,79,0.8042764517655018,12
../res/worlds/large.txt,4,2,160,79,0.49175248980784614,12
../res/worlds/open.txt,2,2,25,0,0.6532022935811472,32
../res/worlds/large.txt,4,2,160,79,0.45146094089959277,22
../res/worlds/world.txt,2,2,49,8,0.26062179517787665,34
../res/worlds/world1.txt,1,1,49,0,0.2552431364813935,35
../res/worlds/open.txt,2,2,25,0,0.416092075411825,48
../res/worlds/world2.txt,1,2,49,9,0.6058701745272632,17
../res/worlds/large.txt,4,2,160,79,0.08927433313490019,41
../res/worlds/world1.txt,1,1,49,0,0.5714136865119429,12
../res/worlds/large.txt,4,2,160,79,0.8485973567814948,25
../res/worlds/large2.txt,6,2,160,66,0.3861510920704647,20
../res/worlds/large.txt,4,2,160,79,0.6413538782189095,27
../res/worlds/world2.txt,1,2,49,9,0.9161602614209243,10
../res/worlds/large.txt,4,2,160,79,0.8730031643855758,15
../res/worlds/world2.txt,1,2,49,9,0.8230286623697424,10
../res/worlds/large.txt,4,2,160,79,0.039949641172823847,12
../res/worlds/large2.txt,6,2,160,66,0.03731169784920485,16
../res/worlds/open.txt,2,2,25,0,0.10314592176581627,32
../res/worlds/open.txt,2,2,25,0,0.26513226548364055,36
../res/worlds/large.txt,4,2,160,79,0.6274548646664306,20
../res/worlds/world2.txt,1,2,49,9,0.552841211487661,16
../res/worlds/large2.txt,6,2,160,66,0.8105195626470117,26
../res/worlds/world.txt,2,2,49,8,0.8578519654362776,14
../res/worlds/world1.txt,1,1,49,0,0.189881140081121,14
../res/worlds/open.txt,2,2,25,0,0.829260408045764,18
../res/worlds/large2.txt,6,2,160,66,0.5423983427824943,26
../res/worlds/world2.txt,1,2,49,9,0.19595212598188672,38
../res/worlds/world.txt,2,2,49,8,0.9252893755390486,25
../res/worlds/large2.txt,6,2,160,66,0.30601833990081895,50
../res/worlds/open.txt,2,2,25,0,0.22074392602634885,33
../res/worlds/large.txt,4,2,160,79,0.4871655325417794,25
../res/worlds/large2.txt,6,2,160,66,0.5703399619629099,10
../res/worlds/large.txt,4,2,160,79,0.694868463090204,42
../res/worlds/world1.txt,1,1,49,0,0.9514330570674151,23
../res/worlds/large.txt,4,2,160,79,0.623139282016943,11
../res/worlds/world.txt,2,2,49,8,0.04482858374206966,45
../res/worlds/large2.txt,6,2,160,66,0.08212935011567601,34
../res/worlds/open.txt,2,2,25,0,0.4358951182244212,25
../res/worlds/world.txt,2,2,49,8,0.478853410891682,34
../res/worlds/world.txt,2,2,49,8,0.8145316461318133,41
../res/worlds/large2.txt,6,2,160,66,0.009200260222644308,40
../res/worlds/large2.txt,6,2,160,66,0.9428904950432103,26
../res/worlds/large.txt,4,2,160,79,0.9370798678577534,31
../res/worlds/world2.txt,1,2,49,9,0.8944775674466109,18
../res/worlds/world1.txt,1,1,49,0,0.15330107615969202,47
../res/worlds/large.txt,4,2,160,79,0.7821825460786723,31
../res/worlds/world2.txt,1,2,49,9,0.6619110634555511,42
../res/worlds/world2.txt,1,2,49,9,0.2585493838045453,20
../res/worlds/world2.txt,1,2,49,9,0.9231788620515765,15
../res/worlds/open.txt,2,2,25,0,0.8467118325049025,27
../res/worlds/large.txt,4,2,160,79,0.202167200222365,35
../res/worlds/large2.txt,6,2,160,66,0.7710997617232141,43
../res/worlds/world.txt,2,2,49,8,0.6469995055488127,25
../res/worlds/world1.txt,1,1,49,0,0.490431640169256,47
../res/worlds/large.txt,4,2,160,79,0.0054358698258797356,16
../res/worlds/world.txt,2,2,49,8,0.5054449251874467,14
../res/worlds/open.txt,2,2,25,0,0.4973704220155971,43
../res/worlds/world1.txt,1,1,49,0,0.0839532511570874,46
../res/worlds/world2.txt,1,2,49,9,0.7790201711133768,30
../res/worlds/world.txt,2,2,49,8,0.20669814943830433,32
../res/worlds/large.txt,4,2,160,79,0.5529892107136279,43
../res/worlds/open.txt,2,2,25,0,0.5704924027682323,42
../res/worlds/world2.txt,1,2,49,9,0.6170345798839824,28
../res/worlds/world1.txt,1,1,49,0,0.9750209385782985,30
../res/worlds/large.txt,4,2,160,79,0.6390628569305893,13
../res/worlds/world2.txt,1,2,49,9,0.9425558186864493,44
../res/worlds/open.txt,2,2,25,0,0.9887683846435233,36
../res/worlds/world2.txt,1,2,49,9,0.015359177366761068,39
../res/worlds/large.txt,4,2,160,79,0.9271484065973337,29
../res/worlds/open.txt,2,2,25,0,0.4683173397444991,42
../res/worlds/large2.txt,6,2,160,66,0.4075416039111527,21
../res/worlds/open.txt,2,2,25,0,0.8277920301769318,48
../res/worlds/world.txt,2,2,49,8,0.4637983765754323,26
../res/worlds/large.txt,4,2,160,79,0.5432577221513438,21
../res/worlds/open.txt,2,2,25,0,0.9241979987306317,42
../res/worlds/open.txt,2,2,25,0,0.6243908487012843,18
../res/worlds/open.txt,2,2,25,0,0.9444044238588777,22
../res/worlds/world1.txt,1,1,49,0,0.779825310135249,22
../res/worlds/world1.txt,1,1,49,0,0.61598040821182,28
../res/worlds/large2.txt,6,2,160,66,0.6175875044834791,24
../res/worlds/world2.txt,1,2,49,9,0.9907872786698257,33
../res/worlds/large2.txt,6,2,160,66,0.46628912177489057,17
../res/worlds/large2.txt,6,2,160,66,0.3316548098898632,20
../res/worlds/large2.txt,6,2,160,66,0.5813503635678997,15
../res/worlds/world1.txt,1,1,49,0,0.03481869817056005,22
../res/worlds/world1.txt,1,1,49,0,0.715621017551846,34
../res/worlds/world2.txt,1,2,49,9,0.05892494504003165,13
../res/worlds/world.txt,2,2,49,8,0.9198377001563965,36
../res/worlds/large.txt,4,2,160,79,0.9820386437332559,17
../res/worlds/open.txt,2,2,25,0,0.18407407459201863,42
../res/worlds/world.txt,2,2,49,8,0.03128088519611172,28
../res/worlds/large2.txt,6,2,160,66,0.25391234219305014,22
../res/worlds/world.txt,2,2,49,8,0.13061526029007697,40
../res/worlds/large.txt,4,2,160,79,0.4287998990296247,26
../res/worlds/world2.txt,1,2,49,9,0.6719672340786761,14
../res/worlds/world2.txt,1,2,49,9,0.12789504842395938,21
../res/worlds/world.txt,2,2,49,8,0.3924438675870565,50
../res/worlds/open.txt,2,2,25,0,0.5960939579847835,40
../res/worlds/world2.txt,1,2,49,9,0.07331393184093005,10
../res/worlds/world2.txt,1,2,49,9,0.1090900620569989,13
../res/worlds/world2.txt,1,2,49,9,0.6407707045602253,37
../res/worlds/large.txt,4,2,160,79,0.820160343909621,37
../res/worlds/large.txt,4,2,160,79,0.6422559842491242,40
../res/worlds/world2.txt,1,2,49,9,0.9297280767746312,47
../res/worlds/world.txt,2,2,49,8,0.07903766372868581,30
../res/worlds/large.txt,4,2,160,79,0.26207916843270584,29
../res/worlds/world1.txt,1,1,49,0,0.743886861208408,50
../res/worlds/large.txt,4,2,160,79,0.22142371841814223,48
../res/worlds/open.txt,2,2,25,0,0.8282573867074974,34
../res/worlds/open.txt,2,2,25,0,0.09714369717286764,34
../res/worlds/large2.txt,6,2,160,66,0.8604835712565441,36
../res/worlds/world.txt,2,2,49,8,0.06669430471869897,14
../res/worlds/world.txt,2,2,49,8,0.9156880051869314,43
../res/worlds/world1.txt,1,1,49,0,0.13202975234405578,27
../res/worlds/large2.txt,6,2,160,66,0.1481753515040748,22
../res/worlds/open.txt,2,2,25,0,0.9714126268149532,45
../res/worlds/world2.txt,1,2,49,9,0.09016606610358868,21
../res/worlds/open.txt,2,2,25,0,0.07555287279562939,41
../res/worlds/world2.txt,1,2,49,9,0.06551187258794489,12
../res/worlds/world1.txt,1,1,49,0,0.23554163308545206,34
../res/worlds/world1.txt,1,1,49,0,0.5122264475899205,30
../res/worlds/world.txt,2,2,49,8,0.6557766453066404,44
../res/worlds/large.txt,4,2,160,79,0.8978246928299183,29
../res/worlds/world2.txt,1,2,49,9,0.7095633360301126,12
../res/worlds/world2.txt,1,2,49,9,0.16119269605366393,24
../res/worlds/world2.txt,1,2,49,9,0.07638719070228961,31
../res/worlds/world2.txt,1,2,49,9,0.1858452336873494,11
../res/worlds/world.txt,2,2,49,8,0.8161906045708059,41
../res/worlds/world2.txt,1,2,49,9,0.08456955576773251,24
../res/worlds/large2.txt,6,2,160,66,0.4067356773655232,21
../res/worlds/large.txt,4,2,160,79,0.8928089902637703,25
../res/worlds/open.txt,2,2,25,0,0.2721457733571624,30
../res/worlds/large.txt,4,2,160,79,0.8025905522975992,11
../res/worlds/large2.txt,6,2,160,66,0.9295052086402552,16
../res/worlds/large.txt,4,2,160,79,0.6644553654778995,35
../res/worlds/open.txt,2,2,25,0,0.5321498906199171,38
../res/worlds/world1.txt,1,1,49,0,0.5374383270523778,17
../res/worlds/open.txt,2,2,25,0,0.972818123411949,20
../res/worlds/world1.txt,1,1,49,0,0.5283543077799145,28
../res/worlds/world1.txt,1,1,49,0,0.19189923899214734,33
../res/worlds/large.txt,4,2,160,79,0.20330502159840702,14
../res/worlds/open.txt,2,2,25,0,0.3201025986664071,23
../res/worlds/large2.txt,6,2,160,66,0.6739538041022388,24
../res/worlds/world.txt,2,2,49,8,0.33846569697413353,42
../res/worlds/world.txt,2,2,49,8,0.16116262069578713,42
../res/worlds/world2.txt,1,2,49,9,0.47889992787615654,38
../res/worlds/world.txt,2,2,49,8,0.843472088401491,22
../res/worlds/large2.txt,6,2,160,66,0.09994969051103675,14
../res/worlds/world.txt,2,2,49,8,0.3324555366024544,12
../res/worlds/world2.txt,1,2,49,9,0.41944099399251966,30
../res/worlds/world.txt,2,2,49,8,0.39045349802783447,34
../res/worlds/large.txt,4,2,160,79,0.39446378577663266,44
../res/worlds/large.txt,4,2,160,79,0.24662129392394128,11
../res/worlds/large2.txt,6,2,160,66,0.4038241233655758,40
../res/worlds/large.txt,4,2,160,79,0.15152496766698265,16
../res/worlds/large2.txt,6,2,160,66,0.07275291433479203,26
../res/worlds/world.txt,2,2,49,8,0.07613286166194866,25
../res/worlds/world2.txt,1,2,49,9,0.45491938807440035,31
../res/worlds/large2.txt,6,2,160,66,0.9946014286868027,42
../res/worlds/open.txt,2,2,25,0,0.31007079363511125,17
../res/worlds/world1.txt,1,1,49,0,0.8638298419271627,21
../res/worlds/world.txt,2,2,49,8,0.8367086848732974,29
../res/worlds/large.txt,4,2,160,79,0.2426191724000103,47
../res/worlds/world.txt,2,2,49,8,0.016640703388168254,16
../res/worlds/open.txt,2,2,25,0,0.4800495298530306,27
../res/worlds/world.txt,2,2,49,8,0.21057425496659787,24
../res/worlds/world2.txt,1,2,49,9,0.1596148108907538,47
../res/worlds/open.txt,2,2,25,0,0.954251937048174,23
../res/worlds/large.txt,4,2,160,79,0.7591559966722383,15
../res/worlds/world1.txt,1,1,49,0,0.6064957517019761,45
../res/worlds/large2.txt,6,2,160,66,0.13845525558915162,33
../res/worlds/open.txt,2,2,25,0,0.3201731509754153,30
../res/worlds/open.txt,2,2,25,0,0.39729715816592326,48
../res/worlds/large.txt,4,2,160,79,0.46507237556312964,20
../res/worlds/large2.txt,6,2,160,66,0.7403139013257845,50
../res/worlds/large2.txt,6,2,160,66,0.6081815994851657,12
../res/worlds/world2.txt,1,2,49,9,0.37112395027954603,24
../res/worlds/world.txt,2,2,49,8,0.9788685595314351,29
../res/worlds/large.txt,4,2,160,79,0.2151654536447528,49
../res/worlds/world1.txt,1,1,49,0,0.024336250930447556,46
../res/worlds/large2.txt,6,2,160,66,0.8285032961040261,48
../res/worlds/large.txt,4,2,160,79,0.013577272632219084,48
../res/worlds/large.txt,4,2,160,79,0.8215057383493076,29
../res/worlds/large2.txt,6,2,160,66,0.8294259346385348,50
../res/worlds/world.txt,2,2,49,8,0.9991748866838214,25
../res/worlds/world1.txt,1,1,49,0,0.3425740067629275,46
../res/worlds/large2.txt,6,2,160,66,0.5259578446505404,22
../res/worlds/large2.txt,6,2,160,66,0.798510400496156,41
../res/worlds/world1.txt,1,1,49,0,0.4428353976020144,12
../res/worlds/world.txt,2,2,49,8,0.7866665630756483,15
../res/worlds/open.txt,2,2,25,0,0.5896780328302427,39
../res/worlds/world.txt,2,2,49,8,0.402117292076122,21
../res/worlds/world1.txt,1,1,49,0,0.8939961973024948,12
../res/worlds/open.txt,2,2,25,0,0.35795842231968633,27
../res/worlds/large.txt,4,2,160,79,0.4352880544048078,37
../res/worlds/world1.txt,1,1,49,0,0.2583569544899854,42
../res/worlds/large2.txt,6,2,160,66,0.40896166259787914,45
../res/worlds/large.txt,4,2,160,79,0.18129241736539836,22
../res/worlds/world.txt,2,2,49,8,0.6777516597826008,21
../res/worlds/large.txt,4,2,160,79,0.003491650631207044,13
../res/worlds/world1.txt,1,1,49,0,0.4001352731542359,50
../res/worlds/large.txt,4,2,160,79,0.9414260384774673,42
../res/worlds/world1.txt,1,1,49,0,0.614401497045869,28
../res/worlds/large.txt,4,2,160,79,0.1995328419674326,33
../res/worlds/large2.txt,6,2,160,66,0.05789244485761458,23
../res/worlds/world1.txt,1,1,49,0,0.8845490338842708,22
../res/worlds/world1.txt,1,1,49,0,0.39498348713841647,50
../res/worlds/world2.txt,1,2,49,9,0.06196744023319545,28
../res/worlds/large2.txt,6,2,160,66,0.8670277145506808,11
../res/worlds/world2.txt,1,2,49,9,0.09268606591280582,21
../res/worlds/large.txt,4,2,160,79,0.27306083471023734,13
../res/worlds/world2.txt,1,2,49,9,0.9610231976099652,26
../res/worlds/large2.txt,6,2,160,66,0.737485616332438,46
../res/worlds/large.txt,4,2,160,79,0.4793064910628526,10
../res/worlds/world2.txt,1,2,49,9,0.6321959722628078,30
../res/worlds/large2.txt,6,2,160,66,0.6198047544174878,28
../res/worlds/large.txt,4,2,160,79,0.039824518580210855,20
../res/worlds/large2.txt,6,2,160,66,0.5428005294999094,44
../res/worlds/world.txt,2,2,49,8,0.24243021775222706,30
../res/worlds/world1.txt,1,1,49,0,0.5170531895666413,36
../res/worlds/open.txt,2,2,25,0,0.5114008818033242,50
../res/worlds/large2.txt,6,2,160,66,0.33579647208917607,14
../res/worlds/open.txt,2,2,25,0,0.7469463885543651,32
../res/worlds/open.txt,2,2,25,0,0.5438021843563292,26
../res/worlds/world.txt,2,2,49,8,0.182062751949015,34
../res/worlds/world1.txt,1,1,49,0,0.06376768897441376,37
../res/worlds/world2.txt,1,2,49,9,0.023177126904684986,26
../res/worlds/large2.txt,6,2,160,66,0.4857861937826101,41
../res/worlds/world1.txt,1,1,49,0,0.03520289281763511,41
../res/worlds/large2.txt,6,2,160,66,0.6144401265721654,43
../res/worlds/world1.txt,1,1,49,0,0.7974293062281053,19
../res/worlds/world1.txt,1,1,49,0,0.5414384010605372,42
../res/worlds/world.txt,2,2,49,8,0.6948981506334583,48
../res/worlds/world2.txt,1,2,49,9,0.7195435759327758,39
../res/worlds/world.txt,2,2,49,8,0.462460823045027,20
../res/worlds/large.txt,4,2,160,79,0.9985579015154282,45
../res/worlds/large2.txt,6,2,160,66,0.773851316981511,48
../res/worlds/large.txt,4,2,160,79,0.9521061029872274,16
../res/worlds/world1.txt,1,1,49,0,0.3082415489438265,29
../res/worlds/world2.txt,1,2,49,9,0.7141809118844021,16
../res/worlds/world1.txt,1,1,49,0,0.6350908224617353,30
../res/worlds/world.txt,2,2,49,8,0.46136008441102805,14
../res/worlds/world2.txt,1,2,49,9,0.0624407659551075,50
../res/worlds/world.txt,2,2,49,8,0.8160578475901833,39
../res/worlds/large2.txt,6,2,160,66,0.7030698050975928,48
../res/worlds/world.txt,2,2,49,8,0.24072920526859964,30
../res/worlds/world2.txt,1,2,49,9,0.6745103734733218,26
../res/worlds/large2.txt,6,2,160,66,0.3070635779520048,25
../res/worlds/world.txt,2,2,49,8,0.6840262120155417,40
../res/worlds/world1.txt,1,1,49,0,0.7370822198573012,38
../res/worlds/world2.txt,1,2,49,9,0.8504205739966242,39
../res/worlds/large2.txt,6,2,160,66,0.6575895036785553,44
../res/worlds/world2.txt,1,2,49,9,0.9785625628038188,46
../res/worlds/world2.txt,1,2,49,9,0.8540584684801641,15
../res/worlds/world1.txt,1,1,49,0,0.9023636520185301,46
../res/worlds/world.txt,2,2,49,8,0.7333352351295357,21
../res/worlds/world.txt,2,2,49,8,0.6568720206805315,40
../res/worlds/large.txt,4,2,160,79,0.05000697710854374,18
../res/worlds/open.txt,2,2,25,0,0.05548097222912607,31
../res/worlds/world.txt,2,2,49,8,0.7264431166428484,27
../res/worlds/world1.txt,1,1,49,0,0.7418142658037077,15
../res/worlds/large.txt,4,2,160,79,0.5613197459320306,38
../res/worlds/large.txt,4,2,160,79,0.4099183779501008,15
../res/worlds/large2.txt,6,2,160,66,0.06638941712346913,38
../res/worlds/large2.txt,6,2,160,66,0.7776359167526913,30
../res/worlds/world1.txt,1,1,49,0,0.7135366359334039,31
../res/worlds/world2.txt,1,2,49,9,0.03768843394009369,45
../res/worlds/world.txt,2,2,49,8,0.3248215962854255,43
../res/worlds/open.txt,2,2,25,0,0.25739398732788576,26
../res/worlds/open.txt,2,2,25,0,0.7391475136802919,23
../res/worlds/large2.txt,6,2,160,66,0.48133279151593156,32
../res/worlds/world.txt,2,2,49,8,0.08691298882009657,17
../res/worlds/world2.txt,1,2,49,9,0.5856127514787913,22
../res/worlds/large2.txt,6,2,160,66,0.4479424077795887,50
../res/worlds/open.txt,2,2,25,0,0.42560642569319407,49
../res/worlds/large.txt,4,2,160,79,0.766403134452111,14
../res/worlds/world.txt,2,2,49,8,0.025416229558238523,33
../res/worlds/open.txt,2,2,25,0,0.31321489503458655,40
../res/worlds/open.txt,2,2,25,0,0.6555536119814055,26
../res/worlds/open.txt,2,2,25,0,0.8877938102892962,22
../res/worlds/large2.txt,6,2,160,66,0.34894143807477596,31
../res/worlds/large2.txt,6,2,160,66,0.9873299005319136,23
../res/worlds/world.txt,2,2,49,8,0.31627487503566454,43
../res/worlds/large.txt,4,2,160,79,0.06743593172157492,44
../res/worlds/open.txt,2,2,25,0,0.41927232012379356,24
../res/worlds/large2.txt,6,2,160,66,0.508958044227898,22
../res/worlds/large2.txt,6,2,160,66,0.04989350505242374,48
../res/worlds/open.txt,2,2,25,0,0.9646489214082644,33
../res/worlds/large2.txt,6,2,160,66,0.5976273496117729,50
../res/worlds/world2.txt,1,2,49,9,0.2598740447799003,48
../res/worlds/world1.txt,1,1,49,0,0.6588248996383139,18
../res/worlds/large2.txt,6,2,160,66,0.21571747440794442,28
../res/worlds/open.txt,2,2,25,0,0.26234872057196124,16
../res/worlds/large.txt,4,2,160,79,0.5357307640492536,12
../res/worlds/world.txt,2,2,49,8,0.9902777379922107,24
../res/worlds/large.txt,4,2,160,79,0.23484210017924756,11
../res/worlds/world2.txt,1,2,49,9,0.8189359048406288,49
../res/worlds/open.txt,2,2,25,0,0.7917042042584888,33
../res/worlds/open.txt,2,2,25,0,0.7061842268744397,28
../res/worlds/world.txt,2,2,49,8,0.23526307098209664,11
../res/worlds/large.txt,4,2,160,79,0.8753655962515647,45
../res/worlds/large2.txt,6,2,160,66,0.6096925413375842,29
../res/worlds/open.txt,2,2,25,0,0.23126059739125882,13
../res/worlds/open.txt,2,2,25,0,0.9631440136607403,33
../res/worlds/large2.txt,6,2,160,66,0.28684699080718756,24
../res/worlds/large2.txt,6,2,160,66,0.9856566038023642,13
../res/worlds/large2.txt,6,2,160,66,0.3744034364641414,27
../res/worlds/world2.txt,1,2,49,9,0.2529465667133054,12
../res/worlds/world1.txt,1,1,49,0,0.27954131299466245,11
../res/worlds/world2.txt,1,2,49,9,0.22089949046890878,39
../res/worlds/world2.txt,1,2,49,9,0.4019435042161733,11
../res/worlds/open.txt,2,2,25,0,0.38021634854120445,29
../res/worlds/large.txt,4,2,160,79,0.3855697376157763,43
../res/worlds/world2.txt,1,2,49,9,0.4949306830307292,33
../res/worlds/world2.txt,1,2,49,9,0.2671971669382659,32
../res/worlds/large.txt,4,2,160,79,0.5498336577821105,38
../res/worlds/world1.txt,1,1,49,0,0.9986303727175501,14
../res/worlds/large.txt,4,2,160,79,0.9843700602580012,34
../res/worlds/world1.txt,1,1,49,0,0.2271712597051474,13
../res/worlds/large2.txt,6,2,160,66,0.26754645134857313,21
../res/worlds/large.txt,4,2,160,79,0.2877223464572749,31
../res/worlds/large.txt,4,2,160,79,0.08573009444861923,15
../res/worlds/large2.txt,6,2,160,66,0.3382535239543504,46
../res/worlds/large.txt,4,2,160,79,0.7995442223465515,39
../res/worlds/world1.txt,1,1,49,0,0.4348839524874649,41
../res/worlds/open.txt,2,2,25,0,0.9599903955333478,47
../res/worlds/world2.txt,1,2,49,9,0.9463844335142598,48
../res/worlds/world.txt,2,2,49,8,0.41028637051522643,22
../res/worlds/large.txt,4,2,160,79,0.7890610520291457,24
../res/worlds/large2.txt,6,2,160,66,0.1728211229124058,18
../res/worlds/large2.txt,6,2,160,66,0.13200410118748085,28
../res/worlds/open.txt,2,2,25,0,0.02804451780398809,39
../res/worlds/open.txt,2,2,25,0,0.514702001409699,19
../res/worlds/world2.txt,1,2,49,9,0.8595327661624531,27
../res/worlds/large.txt,4,2,160,79,0.29495689862525054,27
../res/worlds/world.txt,2,2,49,8,0.8846321622523325,42
../res/worlds/large2.txt,6,2,160,66,0.3854424107401785,50
../res/worlds/large2.txt,6,2,160,66,0.07134770559801829,33
../res/worlds/world1.txt,1,1,49,0,0.05071700100128551,33
../res/worlds/open.txt,2,2,25,0,0.2674066833008336,33
../res/worlds/large2.txt,6,2,160,66,0.2900027275079432,46
../res/worlds/world1.txt,1,1,49,0,0.23598730330980633,20
../res/worlds/open.txt,2,2,25,0,0.7586098799384389,49
../res/worlds/world2.txt,1,2,49,9,0.7883908375147283,18
../res/worlds/large2.txt,6,2,160,66,0.8642313081613683,31
../res/worlds/world2.txt,1,2,49,9,0.2955806133715858,41
../res/worlds/open.txt,2,2,25,0,0.29670016306753255,21
../res/worlds/open.txt,2,2,25,0,0.11593348450043739,12
../res/worlds/world2.txt,1,2,49,9,0.11150340415269389,22
../res/worlds/world.txt,2,2,49,8,0.7009930734888853,41
../res/worlds/world2.txt,1,2,49,9,0.36583941330274805,16
../res/worlds/world2.txt,1,2,49,9,0.3107049836633502,16
../res/worlds/open.txt,2,2,25,0,0.25943359881126593,15
../res/worlds/open.txt,2,2,25,0,0.7808380314657946,38
../res/worlds/open.txt,2,2,25,0,0.11306084769799285,37
../res/worlds/large.txt,4,2,160,79,0.792867541267756,12
../res/worlds/world.txt,2,2,49,8,0.9232337687087732,50
../res/worlds/open.txt,2,2,25,0,0.9905992602142765,42
../res/worlds/large2.txt,6,2,160,66,0.11507122341108744,11
../res/worlds/large.txt,4,2,160,79,0.31749623208619315,36
../res/worlds/large.txt,4,2,160,79,0.10639751431797939,11
../res/worlds/large.txt,4,2,160,79,0.2539784565076003,16
